id,aclength,intplan,dataplan,datagb,ommin,omcall,otmin,otcall,ngmin,ngcall,imin,icall,cuscall,churn
440-9529,113,0,1,1.5G,159,52,163.1,98,9.2,9,3.5,1,2,1
363-8224,90,0,0,0,163.9,70,214.8,102,22.7,11,6.5,3,1,0
403-8762,159,0,0,0,239.5,67,283.9,116,17.9,16,0,0,1,0
423-1551,59,0,1,500M,137,80,142.3,64,18.1,10,0,0,2,0
400-4261,20,0,1,1.5G,162.9,72,234,71,9.8,6,13.9,3,1,0
428-2874,166,0,1,500M,163.3,48,202.4,63,15.8,13,9.8,3,0,1
367-1096,129,1,0,0,180.5,53,163.2,83,33.7,10,21,9,1,1
358-2933,81,0,1,250M,186.2,68,240.7,141,25.9,8,11.2,1,1,0
441-3703,56,0,0,0,234.9,73,235.3,90,28.3,13,15.8,2,5,1
414-5274,90,0,0,0,281.9,99,235.9,125,3.9,3,6.3,1,2,0
417-8359,159,0,0,0,134.7,73,200.4,65,15.4,9,13.7,3,2,0
373-2809,144,0,0,0,89.8,75,227,55,11.2,8,3.5,2,1,0
439-4244,88,1,0,0,161.8,88,188,106,3.1,1,14.8,7,0,1
386-8187,45,0,0,0,190.5,44,225.5,103,5.1,6,11.3,1,2,0
438-4295,41,0,1,500M,161.6,85,182.5,87,13.4,10,0.2,1,1,0
448-6518,33,0,1,500M,221.5,72,270.9,98,0,0,25.9,6,1,1
356-7968,93,0,1,1G,185.6,69,230.5,81,21.9,1,12.6,2,1,0
411-1239,51,1,0,0,201.6,93,276.4,52,1.9,7,17.2,4,1,1
376-5735,54,0,0,0,135.4,69,225.1,102,4.4,9,11.9,4,2,0
372-9457,77,0,1,1.5G,128.8,64,192.4,101,11.7,8,8.6,3,1,0
432-5054,162,0,0,0,97.1,55,169,53,1.6,13,0.7,1,1,0
407-4411,99,0,1,1.5G,139.7,71,229.2,93,6.7,8,0,0,4,0
356-9271,134,0,0,0,198.4,99,254.2,131,33.1,10,19.7,6,0,1
428-2106,145,0,1,1G,183.2,64,268.9,81,33.8,12,4.5,2,1,0
372-4128,86,0,0,0,153.6,82,215.7,95,14.4,9,11.2,5,2,0
391-1182,126,1,0,0,228.6,97,218.5,79,12.5,9,19.9,5,3,1
447-1719,66,0,1,1G,158.5,72,329.9,76,10.8,4,6.2,2,2,0
379-5526,72,0,0,0,162.4,62,138.5,79,6.2,10,13.9,5,1,0
425-8654,62,0,0,0,106.8,45,152.2,104,28.9,18,0,0,0,0
413-2590,83,0,0,0,174.2,75,212.1,102,8.9,9,14.5,2,1,0
357-7574,37,1,0,0,226.4,109,177.4,63,26.3,10,15,5,1,0
412-3523,148,1,0,0,159.7,67,88.9,82,37.9,16,12,4,1,1
391-3744,146,0,0,0,77.9,50,110.8,86,13.9,11,12.1,3,0,0
353-5372,198,0,0,0,258.3,99,295.6,138,4.2,11,16.6,2,2,1
355-3175,74,0,0,0,135.9,62,246.6,122,7.2,7,12.1,1,1,0
424-6630,92,0,0,0,262.7,94,218.6,128,4.8,6,5.9,4,2,1
420-6728,101,0,1,250M,108.6,58,124.1,91,12.8,8,13.5,1,2,0
443-7520,133,0,0,0,257.3,75,121.6,79,12.9,17,16.4,4,1,0
390-5601,144,0,1,250M,239.1,86,198.4,71,21.9,13,12.5,4,3,0
433-4916,169,0,0,0,143.4,67,220.4,89,28.6,7,4.5,1,2,0
423-9065,113,0,0,0,212.6,90,237.7,94,18.9,11,9.6,2,1,1
448-1592,24,0,0,0,229.8,98,154.4,64,31.6,9,0,0,5,1
435-5719,103,0,1,1.5G,276.1,94,201.5,96,9.2,11,0,0,2,0
412-6283,161,0,0,0,188.6,57,243.8,127,16.3,11,11.9,2,0,0
420-2898,60,0,0,0,194.8,75,214.9,111,37.5,8,13.7,2,0,0
445-3121,70,0,0,0,181.3,94,253.6,111,3.1,12,14.7,3,3,0
371-2913,97,0,0,0,122.4,60,199.3,81,12.3,13,7.8,2,0,0
415-2395,89,0,0,0,218.6,88,119.1,117,46.6,13,16,3,1,0
430-2099,90,1,0,0,135.8,52,171.2,62,35.8,12,22.4,5,2,0
384-2764,83,0,0,0,221.9,91,221.4,106,8.8,7,5.7,1,1,0
393-1831,183,0,0,0,271.1,70,232.9,97,0,0,9.4,4,0,0
415-8278,140,0,0,0,140.4,35,205.6,89,13.8,5,12.2,5,1,0
423-2487,168,0,0,0,155.8,42,217.3,92,10.3,4,5.5,2,0,0
426-2929,83,0,0,0,155.7,63,222.7,85,6.9,5,9.5,1,1,0
433-2541,109,0,1,500M,268.6,88,243.6,83,12.4,9,11.9,2,0,0
434-2670,62,0,1,1.5G,159.3,57,158.3,78,15.2,12,9.4,3,0,0
409-7105,94,0,0,0,105.7,72,229.1,121,14.3,4,1.7,1,2,0
376-6635,20,0,0,0,138.1,80,220.2,98,32.4,16,12,5,2,0
395-5140,166,0,0,0,269.9,92,306.8,95,55.3,15,12.7,1,1,0
396-4753,112,0,0,0,244,75,160.1,89,23.7,10,17.4,3,2,0
427-5002,147,0,0,0,154.8,70,200,99,19.2,9,15.9,4,3,0
412-9331,179,0,0,0,195.8,93,252.9,133,50.9,15,8.8,4,2,0
412-5834,61,0,0,0,172.8,58,128.1,86,6.4,5,0,0,0,0
395-7956,156,0,0,0,101.3,57,108.1,98,0,0,16.1,4,2,0
352-7087,67,0,1,100M,184.5,71,242.8,83,11.3,11,0,0,2,0
367-4343,99,0,0,0,299.9,72,251.7,106,9.2,11,9.4,3,2,0
387-2010,61,0,0,0,179.7,66,193.8,109,17.4,11,0,0,1,0
433-2873,181,0,1,1G,190,84,280.2,91,46.9,16,0,0,1,0
423-3571,158,0,1,1.5G,167.9,51,237.7,114,7.1,8,17.6,5,1,1
352-5538,138,0,1,1.5G,278.8,86,244.4,121,11.2,4,14.2,4,0,0
352-8028,81,0,1,2G,148.7,74,245,72,19.6,13,12.4,3,1,0
370-5151,126,0,1,1.5G,167.5,79,251.1,120,24.3,1,13,3,1,0
417-3889,111,0,0,0,188.5,74,213.8,98,4.3,4,7.3,2,3,0
353-3669,130,0,1,1G,146.5,57,189.7,101,17.9,1,4.8,3,1,0
448-8634,98,0,0,0,71.3,43,213,139,8,14,17.6,4,1,0
352-9500,87,0,0,0,109.6,81,204.6,86,3.3,2,15.3,5,2,0
403-8314,103,0,0,0,142.2,53,183.7,105,2.2,7,13.2,3,0,0
359-3293,88,0,0,0,197.4,88,244.5,140,44.1,17,16.4,4,1,0
444-7626,121,0,0,0,191.7,52,218.8,91,7.9,10,4.1,1,1,0
414-1154,26,0,1,2G,142.3,68,153.5,129,7.2,14,9.9,2,2,0
446-8872,89,0,0,0,182.3,69,169.8,77,33.2,12,6.2,1,1,0
427-7635,67,0,0,0,164.2,62,176.9,73,3.4,6,10.6,2,1,0
427-9509,128,0,1,100M,178.6,51,146.2,89,19.9,5,12.7,2,0,0
438-3739,69,0,0,0,254.7,100,211.9,85,7.5,11,8.1,4,3,1
385-4389,91,0,0,0,230.9,81,177.2,80,34.3,14,6.5,1,0,0
409-5183,44,0,1,1G,189.3,74,221,89,26.7,12,9.7,5,5,0
444-2815,134,0,0,0,235.3,67,173.1,93,38.4,10,12.4,2,1,1
450-8215,183,0,0,0,273.1,86,271.3,125,22.3,5,4.3,3,3,0
412-9101,146,0,0,0,257.3,103,179.2,96,12.1,7,16.6,7,1,0
397-6089,93,0,1,1G,167.4,42,207.8,112,7.1,12,0,0,0,0
384-4868,91,0,0,0,193.5,66,223.4,102,17.1,11,13.1,4,2,0
450-5288,74,0,0,0,361.9,137,336.3,137,3.6,4,0,0,3,0
408-1651,71,0,0,0,107.2,43,247.3,121,33.4,7,6.8,2,2,0
361-9546,143,0,0,0,254.4,94,203,114,1.7,7,5.1,4,2,0
434-4941,58,0,0,0,108.8,40,133,101,5.3,8,0,0,2,0
407-7050,137,0,1,1G,111.1,81,246,138,12.7,10,7.6,2,0,0
448-1309,151,0,0,0,168.7,82,170,113,19.8,10,5.9,2,2,0
417-9677,51,0,1,1G,236.5,109,151.2,108,13.6,8,11.2,3,0,0
436-9173,118,0,0,0,130.9,62,208,59,15.8,8,6.9,1,2,0
447-1306,141,0,0,0,208.5,73,213.1,111,30.8,13,13.5,4,4,0
381-5880,152,0,1,250M,193.5,103,203.9,105,18.3,6,8.9,2,1,0
449-9955,102,0,0,0,188.8,83,199.9,123,23.6,11,6.1,1,1,0
446-1037,80,0,0,0,127,51,147.5,92,6.2,3,10.9,2,2,0
422-2383,116,0,0,0,180,64,154,104,5.6,5,15.5,1,1,0
387-6828,114,1,0,0,124.8,46,135,104,14.3,6,0,4,2,0
355-6226,19,0,0,0,163.6,84,159.8,97,66.1,18,8.4,3,0,0
420-1450,105,0,0,0,157.9,57,150.9,107,6.7,7,13,4,0,0
449-3365,69,0,0,0,159.8,58,111.4,55,27.2,10,0,0,0,0
440-4230,167,0,0,0,241.5,94,237.9,128,29.2,11,0,0,3,0
423-1379,102,1,0,0,144,74,139.7,63,10.2,6,19.7,6,2,1
450-1334,51,0,1,500M,51,20,89.4,58,6.8,13,0,0,0,0
378-7852,123,0,0,0,320.4,91,249.8,98,8.2,9,13,3,3,0
372-7020,123,0,0,0,274,80,218.1,119,18.9,9,11.3,3,1,0
372-4118,93,0,0,0,195.1,83,252.8,127,4,7,8.7,4,1,0
395-6119,124,0,0,0,154.9,55,147,55,22.4,8,0,0,1,0
429-6043,81,0,0,0,165.5,89,168.1,75,58.8,18,11.8,3,3,1
355-6474,130,0,1,1G,394.7,106,226,78,20.4,16,13.9,2,1,1
371-8851,72,0,0,0,206.9,63,277.7,112,4.1,7,5.7,2,0,0
398-1685,100,0,0,0,93.8,60,204.3,117,10.1,5,10.3,2,0,0
420-2436,70,1,0,0,265.3,71,181.1,95,16.1,9,12.9,6,3,1
376-9205,42,0,0,0,136.9,55,113.8,40,23.4,4,12.5,1,2,0
377-9675,107,0,0,0,179.2,91,255.2,68,6.9,3,16.1,2,4,0
450-9760,166,0,1,1G,260.7,66,169.1,95,26.3,9,8.8,4,1,0
367-7571,172,0,1,1G,173.3,65,253.5,87,6,13,15.5,3,3,0
389-3418,42,0,1,100M,143.7,56,177.6,129,33.7,13,7.9,2,2,0
383-2805,27,1,0,0,170.8,53,192.6,132,12.7,7,10.2,5,2,0
404-4911,117,0,1,1G,212.1,64,256,128,62.1,24,0,0,1,0
399-6866,156,0,0,0,204.3,61,281.4,117,18.2,7,13.8,5,0,1
356-2292,86,0,0,0,110.2,58,260.8,102,14.5,9,6.9,2,2,0
438-2452,86,0,0,0,141.8,47,177.9,59,34,14,7.7,2,1,0
431-6707,78,0,1,500M,204.4,104,135.2,45,0,0,14.2,3,3,1
417-3513,119,0,0,0,158.2,63,136.6,91,18.7,6,0,0,4,1
426-5783,130,0,1,250M,238.8,88,170.4,82,36,13,0,0,1,0
441-3030,97,0,0,0,216.7,104,207.6,92,25.5,5,20.3,5,2,0
397-2208,45,0,0,0,138.7,63,166.8,65,14.6,6,15.5,2,4,0
364-9693,168,0,0,0,176,86,160,82,2.7,11,7.3,4,2,0
363-6037,73,0,1,500M,196.5,76,228,67,12.2,7,11.9,3,2,0
430-4666,115,0,0,0,112.1,42,172.9,126,6.4,5,14,4,3,0
380-2683,61,0,1,1.5G,200.4,63,185.3,72,13.7,6,14,3,2,0
430-9889,76,0,1,1G,145.3,57,272.6,112,24.3,13,12.5,1,1,0
415-5668,84,0,0,0,155.7,66,181.9,115,6.4,8,13,2,0,0
447-6705,153,0,0,0,132.8,87,187.7,111,8.4,4,17.3,7,1,0
362-8974,79,0,0,0,232,91,178.1,93,27.9,15,7.3,3,1,0
358-8651,143,0,0,0,253.1,95,156.2,106,21,8,13.7,1,0,0
387-9966,122,0,1,1G,221,66,304,94,11.8,6,18.8,5,1,0
412-9814,3,0,0,0,217.9,82,207.9,90,28.9,10,10.1,1,1,0
433-3464,166,0,0,0,233.4,100,138.3,86,29.8,5,8.9,3,1,0
435-8084,167,0,0,0,174.2,77,148.3,87,5.7,4,11.8,3,0,0
444-5644,183,0,0,0,184,67,193.5,64,6.5,5,13.3,3,2,0
427-2144,10,0,0,0,194.2,74,127.3,70,4.7,1,4,3,2,1
352-3976,87,0,1,1G,231.5,70,260.8,119,31,14,17.1,6,2,0
444-9219,84,0,0,0,208.7,63,160.1,89,12.3,11,18.2,3,0,0
403-7631,143,0,0,0,162.5,61,213.4,101,31.1,2,7.2,4,5,0
410-7124,80,0,0,0,203,67,265,135,21.7,13,8.1,3,2,0
367-4080,99,0,0,0,178.1,67,216.4,92,7.8,7,0,0,2,0
369-2811,147,0,1,1.5G,170.9,75,212.7,74,2.2,4,11.8,3,3,0
436-7007,164,0,0,0,128.1,65,200.7,76,52,3,16.4,3,4,0
359-5336,103,0,0,0,111.2,65,195.6,126,8.8,8,9.5,3,1,0
422-3536,116,0,0,0,158.6,87,249,101,35.1,8,14.3,4,2,0
379-7097,73,0,0,0,142.5,48,154.8,65,11.1,7,19.4,4,1,0
394-7901,108,0,0,0,152.3,83,212.4,113,25,10,6.9,2,0,0
363-4351,129,0,0,0,254.1,86,220.4,118,18.4,8,0,0,1,1
405-9122,102,0,0,0,244.7,78,144.4,92,8.6,7,3.7,2,0,0
364-2754,101,0,0,0,283.6,97,189.5,77,15.7,6,19.3,3,1,0
449-8702,78,0,0,0,215,94,238.9,148,43.7,13,11.7,2,3,0
411-9779,103,0,0,0,139.6,60,167.2,110,20,10,4.2,1,0,0
371-7008,130,0,0,0,164.5,67,192.6,87,32.8,12,4.8,2,1,1
389-1441,140,0,0,0,217.6,87,220.8,114,22.6,9,6.3,1,4,0
361-5824,114,0,0,0,85.4,40,158.7,86,21.6,3,5.6,2,1,0
383-3445,148,0,1,1.5G,141.1,61,182.8,95,19.6,12,19.4,4,0,0
435-7552,62,0,0,0,139.5,80,170.3,86,32.6,14,0,0,0,0
395-4434,14,0,0,0,180.3,72,140.4,103,9.1,6,15,3,0,0
383-1454,127,0,1,250M,297.1,115,315.6,134,33.2,8,16.3,3,1,0
384-6970,109,0,0,0,190.9,53,208.5,68,47.5,14,19.5,5,2,0
442-5156,121,0,1,1G,223.7,69,153.2,53,16.4,8,15.8,3,0,0
389-5853,115,0,1,1.5G,173.1,72,222.2,81,43.4,13,12.9,1,0,0
362-3657,69,0,0,0,121.6,67,124.4,99,11.4,12,18,3,3,1
439-7170,119,0,1,500M,191.3,78,82.8,22,4.7,2,12.1,3,1,0
360-5171,151,0,1,1G,149.5,64,210.2,82,7.8,9,15.5,3,2,0
389-4648,112,0,0,0,196.8,73,269.5,115,3,8,5.2,2,1,0
364-2899,125,0,1,1.5G,298.9,94,294.3,99,24,13,0,0,2,0
446-6535,193,0,0,0,221.4,66,214,121,3.2,8,5.1,1,2,0
395-1303,113,0,0,0,137.1,61,200.6,106,12.5,7,11.2,3,3,0
440-5106,60,0,0,0,176.5,72,215.1,93,15.6,11,16.5,5,2,1
439-9290,94,0,0,0,204.4,67,179.7,57,16.5,10,15.4,2,3,1
438-9221,93,0,0,0,207.4,81,142.6,64,5,8,14.7,3,0,0
381-5104,78,0,1,1G,123.8,90,161.5,65,19.9,9,0,0,2,0
400-4828,57,1,0,0,171.5,82,196,109,31.7,7,21,9,2,0
367-1219,73,0,1,1G,125.7,55,224.8,99,11.5,7,12.1,1,1,0
419-8053,179,0,0,0,245.3,49,229.6,84,18.4,11,5.7,3,3,1
381-8238,25,0,1,500M,183.5,92,234.8,88,53.2,12,15.6,2,2,0
447-3754,89,0,1,500M,232.4,90,200.6,71,32.9,15,6.7,2,1,0
447-3733,93,0,0,0,144.3,89,169.7,67,10.1,1,0,0,0,0
437-8754,97,0,0,0,164.6,87,99.9,62,11.6,6,4.1,1,2,0
379-6064,66,0,1,500M,235.2,79,193,77,16.6,4,10.9,2,0,0
401-1856,154,0,0,0,218.5,83,200.5,76,18.5,10,20,6,2,0
410-7158,112,0,0,0,119.9,76,220.5,164,2.6,3,12.2,3,2,0
408-6306,98,0,0,0,234.2,71,212.6,74,21.4,11,0.4,1,2,0
401-4287,63,0,0,0,127.2,39,175.4,121,34.7,17,13.9,4,1,0
404-2033,65,0,0,0,256.2,75,223.8,52,16,7,8,2,1,0
442-2468,25,0,0,0,194.4,77,210.5,100,30.8,14,10.1,2,2,0
354-8616,122,0,1,250M,208,55,230.6,59,7.4,3,0,0,4,0
435-8168,96,0,1,250M,142.1,62,214.7,86,12.9,16,12.6,1,5,0
352-1134,133,0,0,0,119.5,50,194.6,99,57.1,15,7.8,2,1,0
427-3325,141,0,0,0,264.6,63,174.2,89,32.5,13,16.9,4,2,0
446-5483,92,1,0,0,226.3,69,267.9,145,36.4,10,24.8,8,3,1
351-5606,138,0,0,0,137.5,28,195.8,96,19.1,7,11.3,2,4,0
364-4467,123,0,0,0,224.6,57,221.5,85,46.9,18,0,0,0,0
378-6840,143,0,0,0,237,67,171,96,40,6,12.5,3,1,0
377-8930,69,0,0,0,264.3,104,170.1,65,10.7,11,0,0,2,0
438-9186,159,0,0,0,232.6,66,182.7,101,8,6,14.2,3,3,0
360-1021,99,0,1,1.5G,201.1,48,263.5,95,11.6,14,3.7,4,2,0
444-3357,107,0,0,0,187.5,100,257.7,137,63.7,21,8.7,3,1,0
443-4006,60,0,0,0,184.2,59,191.4,97,63.1,20,0,0,2,0
450-6361,146,0,0,0,194.4,61,233.8,82,17.4,2,0,0,0,0
411-6280,88,0,1,500M,295.6,101,203.4,124,19.5,2,16.3,2,3,0
407-1520,35,0,0,0,183.3,68,159.8,107,14,5,6.9,3,0,0
397-6088,46,0,0,0,230.5,84,201.9,98,31.1,13,11.8,4,1,0
394-5699,67,0,0,0,173.7,62,234.3,114,18.6,10,10,2,2,0
425-2176,39,0,0,0,82.7,48,226.9,98,9.4,9,14.5,3,4,0
439-4901,141,0,1,1.5G,204,94,148.2,105,3.7,2,11.4,1,3,0
354-2214,12,0,1,100M,247.7,120,187.1,119,16.3,10,8.2,1,1,1
426-6504,71,0,0,0,247.3,76,217.9,138,16.5,8,3.7,3,2,0
394-3380,96,0,0,0,224.6,60,193.2,114,30.8,12,0,0,1,0
413-7665,134,0,0,0,136.9,67,136.5,64,28.4,8,13.2,5,1,0
374-4000,90,0,0,0,118.9,70,175.2,122,26.8,6,16.5,6,0,0
427-6809,84,0,1,1.5G,282.6,93,209,101,16.2,13,10.7,2,2,0
421-9752,70,0,0,0,202,68,221.5,104,16.3,12,11.6,4,3,0
398-1282,109,0,0,0,228.9,109,193.1,82,67.5,16,11.6,3,1,0
394-7735,196,1,0,0,99.1,52,248.7,115,3,1,21.5,5,1,1
448-3396,159,1,0,0,65.6,26,118.7,66,3,4,17.7,8,0,0
399-1673,189,0,0,0,256.3,100,215.6,99,18.1,14,5.6,4,1,0
420-9050,51,0,0,0,179.4,55,266.5,92,46.9,14,9,4,1,0
385-4316,120,0,1,250M,301.4,67,178.2,118,15.1,11,11.6,4,1,1
355-9084,120,0,0,0,145.4,60,281.6,122,42.6,12,14,5,3,0
355-1873,133,0,0,0,217.6,97,120,73,18.9,8,1.4,2,0,1
407-6978,134,0,1,100M,163.7,65,216,97,16.7,11,3.9,1,1,0
417-4005,31,0,0,0,215.7,68,194.8,81,16.8,7,15.2,4,1,0
440-6536,122,0,0,0,245.9,91,194.4,123,27.8,9,9.4,4,1,0
432-7580,78,0,0,0,194.1,68,262.1,128,9.3,8,8.1,1,1,0
443-5813,106,0,1,1G,209.8,60,236.6,114,14.4,13,0.4,1,1,0
377-1902,22,0,0,0,258,99,169.4,85,24,9,12.6,2,2,0
386-5648,84,0,1,1.5G,215.7,89,230.6,106,5.7,13,7.6,2,0,1
417-6480,73,0,1,1.5G,352.2,79,248.5,76,17.2,14,13.9,1,2,1
417-1883,82,0,0,0,180,68,193.1,81,13.1,8,6.5,2,2,0
413-9044,97,0,0,0,309.4,85,274.8,124,13.5,7,10.6,1,2,1
367-3414,101,0,0,0,180,81,193.9,82,11.9,4,22.7,7,2,1
393-6918,117,0,0,0,181.9,88,222,103,0,0,0,0,0,0
405-3338,88,0,0,0,42.2,46,200,140,32,13,14.4,4,2,0
401-2915,81,0,0,0,285.8,113,210.3,96,64.5,21,25.8,6,3,0
445-6501,113,0,0,0,170.2,69,227.7,81,6.6,12,1.5,1,0,0
393-2596,108,0,0,0,176.2,66,108.6,87,40.4,21,19.6,4,1,0
432-1079,136,0,1,500M,225.5,84,221.5,114,25.8,14,11.8,3,1,1
405-8807,64,0,1,500M,226.6,82,126.4,78,8.7,13,0,0,2,0
443-3987,133,1,0,0,157.4,61,204.1,105,1.7,1,13,6,1,1
367-4791,78,0,0,0,135.1,39,178.3,119,33.2,19,1.4,1,4,0
350-9659,16,1,1,1.5G,130.8,41,139.9,91,9.4,9,17.1,4,3,1
363-9485,92,0,1,1G,225.5,92,182.9,99,40.4,15,9.1,2,0,0
379-6940,142,0,0,0,101.4,53,163,90,16.1,4,9.6,2,0,0
434-6974,48,1,0,0,187.4,74,286.1,102,15.5,12,6.3,7,5,1
369-7181,180,0,0,0,94.1,46,141.1,116,14.3,3,5.6,4,0,1
387-6040,161,0,0,0,112.7,36,164.3,99,40,10,19.4,5,1,1
392-8291,52,0,1,500M,274.9,100,207.7,90,26.5,19,0,0,2,0
412-8352,59,0,0,0,148.4,53,179.6,115,14.9,7,12.7,3,3,0
379-7360,89,1,0,0,210.7,107,189.3,82,49.6,16,18.4,7,1,1
363-9881,46,0,1,1G,224,98,182.3,102,25.4,3,9.7,1,2,0
357-9147,99,0,0,0,195.6,56,187.5,99,38.9,13,11.5,2,2,0
427-6165,45,1,0,0,219.6,76,200.3,102,25.3,7,15,5,2,1
415-5281,200,0,1,1G,167.3,91,163.1,99,8.2,10,18,4,2,0
415-3282,56,0,1,1.5G,205,78,312.4,103,15.9,6,17.9,5,1,0
431-9745,104,0,1,250M,170.6,54,271,109,20.2,11,7.7,2,0,1
415-8875,94,0,0,0,161.4,88,129.6,67,19.7,10,7.5,2,0,0
398-8262,84,0,1,1.5G,206.5,80,192.9,105,42.5,21,13.5,6,1,0
357-1590,73,0,0,0,239.5,112,171.6,87,67.9,21,13.6,3,0,1
445-4404,92,0,0,0,112.3,83,226.4,124,16.5,11,10.6,1,0,0
434-7666,146,0,0,0,184.7,64,214.7,111,8,4,2.4,2,0,0
352-7108,103,0,0,0,131.6,63,175,106,14.1,7,13.1,4,0,0
417-1294,134,0,0,0,291,94,277.7,129,20.8,7,2.1,2,1,0
397-8477,121,0,0,0,134.8,50,155.7,73,29,4,5.4,2,2,0
445-9701,29,0,1,1.5G,198.5,77,216.9,102,10.3,7,6.4,4,4,0
430-3738,142,0,1,500M,345.6,88,187.2,116,5.9,1,7.9,1,2,1
447-6102,127,0,1,1.5G,178.3,58,235.9,92,3.1,1,4.6,3,3,1
411-8282,143,0,0,0,152.5,73,247.8,96,13.9,5,5.5,1,0,0
430-3524,50,0,0,0,126,80,154.8,83,21.4,12,11.4,3,1,0
444-7996,51,0,0,0,214.3,101,168.8,90,9.2,9,15,5,0,0
372-7165,125,0,1,500M,116.5,82,178.6,92,42.4,11,11.3,3,2,0
404-5408,104,0,1,1G,225.8,82,245,105,5.7,11,10.7,4,0,0
444-2603,115,0,1,500M,188.8,81,178.7,92,33.8,8,3.7,2,0,1
357-6682,145,0,0,0,203.7,69,244.6,98,1.1,13,7,2,3,0
447-7049,151,0,0,0,146.1,54,288.9,76,13.9,10,5.4,2,2,0
382-7903,82,1,0,0,311.3,106,111.1,91,9.2,2,20.9,8,2,1
350-3369,133,0,1,1G,46.7,42,142.6,113,55.3,24,5.8,2,3,0
371-8936,104,0,1,100M,201.4,78,185.8,79,17.3,5,21.3,6,1,0
435-6160,104,0,0,0,200,56,210.8,114,7.8,2,14.6,3,1,0
382-1425,160,0,0,0,161.5,55,242.9,102,19.4,8,0.3,1,2,0
417-6997,148,0,1,1G,154.8,98,200.7,146,18.7,7,0,0,1,0
356-6105,86,0,0,0,168.9,70,120.4,70,19,4,7.9,2,5,0
362-2542,127,0,0,0,223.2,62,242.1,93,22.8,7,18.2,6,2,0
380-2201,132,0,1,500M,218.3,101,242.8,101,12.5,7,6.3,2,1,0
444-9218,143,0,0,0,55.3,40,195.5,68,6.6,1,0.9,2,0,0
367-8332,171,0,0,0,131.7,93,176.4,112,6.2,4,3.4,1,2,0
390-1310,130,0,1,1.5G,200.2,61,158.4,79,12.4,9,15.6,6,2,0
351-9640,135,0,1,250M,173,49,167,38,16,16,19.7,5,4,1
352-8605,79,0,0,0,184.5,102,115.2,91,9.9,4,4.2,1,3,0
440-3833,71,0,0,0,116.8,64,178.6,91,16.1,10,8.8,4,3,0
387-6484,58,0,0,0,162.8,47,197,80,35.4,19,11.9,4,2,0
397-6252,102,0,0,0,157.4,76,232.3,91,6.3,5,8.9,3,1,0
363-1414,104,0,0,0,179.9,60,161.3,88,4.4,4,24.3,10,1,0
408-9992,134,0,0,0,203.8,77,158,110,17.1,7,2.3,1,3,0
397-9024,52,0,0,0,112.4,58,165,107,9,10,1.5,1,0,0
444-7565,157,0,0,0,164.9,74,149.8,61,13.5,11,0,0,1,0
394-8071,91,0,0,0,229.2,93,214.2,124,12.4,7,13.2,3,0,1
403-7581,104,0,0,0,175,56,234.7,134,24.9,12,9.9,2,1,0
356-5405,74,0,0,0,222.7,78,208,75,0.7,10,0,0,1,0
428-4760,141,0,0,0,135.6,58,101.7,69,1.7,4,6.6,2,2,0
383-7884,29,0,1,1G,202.3,82,169.2,93,15.8,6,12.3,2,1,0
423-4033,134,0,1,1G,144.9,71,213,123,40.2,12,0,0,1,0
417-8923,74,1,1,1.5G,240.2,77,201.1,93,36.9,10,14.7,6,4,1
418-7650,146,0,0,0,191.7,75,232.9,69,4.3,6,0,0,4,0
430-9651,118,0,1,1.5G,209.5,92,175.5,115,27.9,10,6.6,1,5,0
380-3881,126,0,0,0,174.6,63,257.7,121,21.7,6,21.5,7,3,0
372-7418,146,0,1,2G,195.7,82,217.9,109,13.9,10,25.7,7,2,0
441-3317,154,0,0,0,209.7,66,242.3,99,61.3,20,26.1,6,3,1
441-9618,38,0,1,100M,82.6,73,179.3,93,14.1,1,11.8,5,2,0
352-8839,137,0,1,500M,266.6,102,217.9,146,5.7,3,7.8,2,2,0
448-8553,115,0,0,0,208.1,44,169.9,88,7.1,2,5.3,2,1,0
390-2931,89,1,0,0,246.2,71,241.5,103,21.9,8,14.1,7,0,1
394-8894,103,0,0,0,187.5,32,219.7,84,6.3,4,4.1,1,1,0
399-3858,142,0,0,0,134.5,39,138.6,100,8.8,4,13,2,2,1
398-1686,120,1,0,0,314.2,72,240.8,110,23.2,13,15.1,8,1,1
397-7145,123,0,0,0,198.3,79,189.7,91,18.9,5,0,0,2,0
407-4144,96,0,0,0,178.8,58,120.5,91,25.8,5,12.8,5,0,0
369-5120,36,0,0,0,189.5,91,239.3,104,30.6,15,18.8,5,0,0
351-9643,27,0,1,2G,164.4,68,252.4,106,17.7,1,10.2,5,2,0
354-6738,104,0,0,0,176.5,54,219.4,76,17.8,10,1.5,1,2,0
378-9345,85,0,0,0,172.8,72,197.3,73,9.5,2,3.6,3,1,0
448-3240,119,0,0,0,194.7,102,206.2,110,53.3,24,13.7,2,1,0
364-7180,116,0,1,250M,162,84,195.8,74,16.1,15,3.2,2,5,0
443-4655,126,0,1,1G,227.8,74,254.1,136,42.6,12,0.2,2,1,0
383-5604,75,0,1,1G,139.9,61,164.4,110,20.3,10,1,1,4,0
380-5759,143,0,1,1.5G,246.9,84,213.6,94,23.9,10,12.5,1,1,0
414-7979,74,0,0,0,112.3,72,151.5,78,15.7,14,6.2,3,2,0
377-6473,126,0,0,0,232,54,212.2,98,10.2,13,13.6,1,1,0
350-3527,95,0,1,1.5G,144.5,78,262.1,121,9.6,2,0,0,2,0
